product_id,seller_id,category,product_name,maintenance_rate,commission_rate,weight,created_at
P000936,S0044,Home,Table,0.0,0.08,11.05,2022-05-01
P000947,S0044,Home,Pillow,0.0,0.08,1.53,2022-05-01
P000934,S0044,Home,Chair,0.0,0.08,4.4,2022-05-01
P000932,S0044,Home,Chair,0.0,0.08,6.84,2022-05-01
P000931,S0044,Home,Vacuum Cleaner,0.0,0.08,5.99,2022-05-01
P000930,S0044,Home,Chair,0.0,0.08,3.1,2022-05-01
P000929,S0044,Home,Blender,0.0,0.08,4.22,2022-05-01
P000935,S0044,Home,Vacuum Cleaner,0.0,0.08,4.4,2022-05-01
P000925,S0044,Home,Blender,0.0,0.08,2.34,2022-05-01
P000941,S0044,Home,Table,0.0,0.08,7.49,2022-05-01
P000939,S0044,Home,Curtains,0.0,0.08,1.34,2022-05-01
P000940,S0044,Home,Chair,0.0,0.08,5.33,2022-05-01
P000942,S0044,Home,Chair,0.0,0.08,8.68,2022-05-01
P000944,S0044,Home,Microwave,0.0,0.08,5.61,2022-05-01
P000946,S0044,Home,Rug,0.0,0.08,1.66,2022-05-01
P000952,S0044,Home,Chair,0.0,0.08,4.06,2022-05-01
P000951,S0044,Home,Lamp,0.0,0.08,4.84,2022-05-01
P000949,S0044,Home,Rug,0.0,0.08,2.83,2022-05-01
P000926,S0044,Home,Table,0.0,0.08,9.16,2022-05-01
P000948,S0044,Home,Pillow,0.0,0.08,1.86,2022-05-01
P000938,S0044,Home,Curtains,0.0,0.08,1.8,2022-05-01
P000928,S0044,Home,Coffee Maker,0.0,0.08,4.0,2022-05-01
P000945,S0044,Home,Coffee Maker,0.0,0.08,5.09,2022-05-01
P003947,S0015,Electronics,Gaming Mouse,0.005,0.05,0.35,2022-05-01
P000467,S0019,Beauty,Moisturizer,0.0,0.12,0.23,2022-05-01
P004087,S0045,Fashion,T-Shirt,0.005,0.1,0.22,2022-05-08
P004095,S0045,Fashion,Socks,0.005,0.1,0.16,2022-05-08
P000559,S0022,Fashion,T-Shirt,0.0,0.1,0.14,2022-05-08
P004084,S0045,Beauty,Conditioner,0.005,0.12,0.43,2022-05-08
P004093,S0045,Fashion,T-Shirt,0.005,0.1,0.18,2022-05-08
P004090,S0045,Fashion,Scarf,0.005,0.1,0.26,2022-05-08
P004086,S0045,Fashion,Jacket,0.005,0.1,0.56,2022-05-08
P004082,S0045,Fashion,Hat,0.005,0.1,0.19,2022-05-08
P004096,S0045,Beauty,Moisturizer,0.005,0.12,0.31,2022-05-08
P004085,S0045,Fashion,Sneakers,0.005,0.1,0.97,2022-05-08
P004089,S0045,Fashion,Jacket,0.005,0.1,0.46,2022-02-05
P004081,S0045,Fashion,Dress,0.005,0.1,0.69,2022-05-08
P004083,S0045,Fashion,Scarf,0.005,0.1,0.15,2022-05-08
P004094,S0045,Fashion,Hat,0.005,0.1,0.28,2022-05-08
P000614,S0024,Groceries,Sugar,0.0,0.03,1.81,2022-05-09
P000804,S0038,Electronics,Gaming Mouse,0.0,0.05,0.26,2022-05-09
P000983,S0047,Electronics,Smartphone,0.0,0.05,0.21,2022-05-10
P000981,S0047,Electronics,Tablet,0.0,0.05,0.55,2022-05-10
P000980,S0046,Fashion,Scarf,0.0,0.1,0.27,2022-05-10
P000979,S0046,Fashion,Sneakers,0.0,0.1,0.86,2022-05-10
P000978,S0046,Fashion,Belt,0.0,0.1,0.16,2022-05-10
P000977,S0046,Fashion,Handbag,0.0,0.1,0.95,2022-05-10
P000976,S0046,Fashion,Belt,0.0,0.1,0.26,2022-05-10
P000975,S0046,Fashion,T-Shirt,0.0,0.1,0.22,2022-05-10
P000974,S0046,Fashion,Handbag,0.0,0.1,0.79,2022-05-10
P004104,S0048,Electronics,Laptop,0.005,0.05,1.82,2022-05-10
P000985,S0047,Electronics,Smartwatch,0.0,0.05,0.13,2022-05-10
P000982,S0047,Electronics,Monitor,0.0,0.05,5.36,2022-05-10
P000989,S0047,Electronics,Camera,0.0,0.05,1.15,2022-05-10
P000990,S0047,Electronics,Power Bank,0.0,0.05,0.35,2022-05-10
P000991,S0047,Electronics,Headphones,0.0,0.05,0.2,2022-05-10
P000993,S0047,Electronics,Headphones,0.0,0.05,0.2,2022-05-10
P000994,S0047,Electronics,Smartwatch,0.0,0.05,0.13,2022-05-10
P000972,S0046,Fashion,Hat,0.0,0.1,0.21,2022-05-10
P000995,S0047,Electronics,Camera,0.0,0.05,0.74,2022-05-10
P000997,S0047,Electronics,Smartphone,0.0,0.05,0.26,2022-05-10
P000988,S0047,Electronics,Bluetooth Speaker,0.0,0.05,1.41,2022-05-10
P000998,S0047,Electronics,Gaming Mouse,0.0,0.05,0.38,2022-05-10
P000986,S0047,Electronics,Smartphone,0.0,0.05,0.21,2022-05-10
P000999,S0047,Electronics,Smartphone,0.0,0.05,0.28,2022-05-10
P001001,S0047,Electronics,Camera,0.0,0.05,0.55,2022-05-10
P001003,S0047,Electronics,Laptop,0.0,0.05,2.3,2022-05-10
P000987,S0047,Electronics,Power Bank,0.0,0.05,0.42,2022-05-10
P001004,S0047,Electronics,Smartphone,0.0,0.05,0.23,2022-05-10
P001005,S0047,Electronics,Smartwatch,0.0,0.05,0.12,2022-05-10
P001006,S0047,Electronics,Headphones,0.0,0.05,0.47,2022-05-10
P001007,S0047,Electronics,Gaming Mouse,0.0,0.05,0.23,2022-05-10
P001008,S0047,Electronics,Smartwatch,0.0,0.05,0.18,2022-05-10
P001000,S0047,Electronics,Gaming Mouse,0.0,0.05,0.2,2022-05-10
P000971,S0046,Fashion,Scarf,0.0,0.1,0.29,2022-05-10
P000973,S0046,Fashion,Sneakers,0.0,0.1,1.11,2022-05-10
P000969,S0046,Fashion,Sneakers,0.0,0.1,1.09,2022-05-10
P004106,S0048,Electronics,Gaming Mouse,0.005,0.05,0.29,2022-05-10
P004102,S0048,Electronics,Bluetooth Speaker,0.005,0.05,1.39,2022-05-10
P004112,S0048,Electronics,Smartwatch,0.005,0.05,0.16,2022-05-10
P004101,S0048,Electronics,Camera,0.005,0.05,1.13,2022-05-10
P004100,S0048,Electronics,Smartwatch,0.005,0.05,0.2,2022-05-10
P004105,S0048,Electronics,Power Bank,0.005,0.05,0.47,2022-05-10
P004111,S0048,Electronics,Smartwatch,0.005,0.05,0.16,2022-05-10
P004103,S0048,Electronics,Power Bank,0.005,0.05,0.4,2022-05-10
P000970,S0046,Fashion,Hat,0.0,0.1,0.12,2022-05-10
P004098,S0048,Electronics,Tablet,0.005,0.05,0.67,2022-05-10
P000953,S0046,Fashion,Scarf,0.0,0.1,0.22,2022-05-10
P004099,S0048,Electronics,Smartphone,0.005,0.05,0.27,2022-05-10
P000955,S0046,Fashion,Belt,0.0,0.1,0.27,2022-05-10
P000967,S0046,Fashion,Belt,0.0,0.1,0.13,2022-05-10
P000966,S0046,Fashion,Handbag,0.0,0.1,0.59,2022-05-10
P000965,S0046,Fashion,Scarf,0.0,0.1,0.28,2022-05-10
P000954,S0046,Fashion,Jacket,0.0,0.1,0.64,2022-05-10
P000962,S0046,Fashion,T-Shirt,0.0,0.1,0.28,2022-05-10
P004110,S0048,Electronics,Camera,0.005,0.05,1.06,2022-05-10
P000963,S0046,Fashion,T-Shirt,0.0,0.1,0.21,2022-05-10
P004109,S0048,Electronics,Monitor,0.005,0.05,5.61,2022-05-10
P000956,S0046,Fashion,Socks,0.0,0.1,0.12,2022-05-10
P000960,S0046,Fashion,Socks,0.0,0.1,0.16,2022-05-10
P004108,S0048,Electronics,Monitor,0.005,0.05,4.24,2022-05-10
P000505,S0021,Beauty,Face Mask,0.0,0.12,0.1,2022-05-11
P000398,S0017,Fashion,Belt,0.0,0.1,0.29,2022-05-13
P001035,S0050,Electronics,Laptop,0.0,0.05,1.33,2022-05-14
P001046,S0049,Home,Lamp,0.0,0.08,4.9,2022-05-14
P001045,S0049,Home,Microwave,0.0,0.08,5.08,2022-05-14
P001044,S0049,Home,Table,0.0,0.08,10.88,2022-05-14
P001043,S0049,Home,Pillow,0.0,0.08,0.82,2022-05-14
P001041,S0049,Home,Table,0.0,0.08,5.77,2022-05-14
P001039,S0049,Home,Rug,0.0,0.08,2.97,2022-05-14
P001032,S0050,Electronics,Power Bank,0.0,0.05,0.23,2022-05-14
P001037,S0049,Home,Rug,0.0,0.08,1.89,2022-05-14
P001036,S0050,Electronics,Smartphone,0.0,0.05,0.28,2022-05-14
P001034,S0050,Electronics,Monitor,0.0,0.05,5.31,2022-05-14
P001042,S0049,Home,Rug,0.0,0.08,1.79,2022-05-14
P001047,S0049,Home,Curtains,0.0,0.08,1.84,2022-05-14
P001058,S0049,Home,Rug,0.0,0.08,2.5,2022-05-14
P001049,S0049,Home,Microwave,0.0,0.08,7.97,2022-05-14
P001051,S0049,Home,Rug,0.0,0.08,1.97,2022-05-14
P001052,S0049,Home,Blender,0.0,0.08,2.43,2022-05-14
P001053,S0049,Home,Chair,0.0,0.08,6.25,2022-05-14
P001054,S0049,Home,Curtains,0.0,0.08,1.45,2022-05-14
P001055,S0049,Home,Pillow,0.0,0.08,1.7,2022-05-14
P001056,S0049,Home,Vacuum Cleaner,0.0,0.08,6.81,2022-05-14
P001031,S0050,Electronics,Headphones,0.0,0.05,0.25,2022-05-14
P001059,S0049,Home,Curtains,0.0,0.08,1.37,2022-05-14
P001060,S0049,Home,Rug,0.0,0.08,1.05,2022-05-14
P001061,S0049,Home,Chair,0.0,0.08,4.76,2022-05-14
P001063,S0049,Home,Microwave,0.0,0.08,6.83,2022-05-14
P001064,S0049,Home,Vacuum Cleaner,0.0,0.08,6.06,2022-05-14
P001048,S0049,Home,Curtains,0.0,0.08,1.26,2022-05-14
P001029,S0050,Electronics,Gaming Mouse,0.0,0.05,0.23,2022-05-14
P001023,S0050,Electronics,Headphones,0.0,0.05,0.48,2022-05-14
P001019,S0050,Electronics,Monitor,0.0,0.05,5.67,2022-05-14
P001009,S0050,Electronics,Tablet,0.0,0.05,0.56,2022-05-14
P001026,S0050,Electronics,Power Bank,0.0,0.05,0.45,2022-05-14
P001025,S0050,Electronics,Camera,0.0,0.05,0.82,2022-05-14
P001024,S0050,Electronics,Camera,0.0,0.05,0.77,2022-05-14
P001011,S0050,Electronics,Camera,0.0,0.05,0.83,2022-05-14
P001022,S0050,Electronics,Laptop,0.0,0.05,1.68,2022-05-14
P001021,S0050,Electronics,Power Bank,0.0,0.05,0.37,2022-05-14
P001012,S0050,Electronics,Smartwatch,0.0,0.05,0.1,2022-05-14
P001013,S0050,Electronics,Headphones,0.0,0.05,0.26,2022-05-14
P001014,S0050,Electronics,Laptop,0.0,0.05,1.41,2022-05-14
P001028,S0050,Electronics,Smartwatch,0.0,0.05,0.15,2022-05-14
P001018,S0050,Electronics,Smartphone,0.0,0.05,0.21,2022-05-14
P001017,S0050,Electronics,Monitor,0.0,0.05,5.68,2022-05-14
P001015,S0050,Electronics,Gaming Mouse,0.0,0.05,0.3,2022-05-14
P004120,S0051,Electronics,Monitor,0.005,0.05,3.88,2022-05-15
P004114,S0051,Electronics,Laptop,0.005,0.05,1.6,2022-05-15
P004128,S0051,Electronics,Laptop,0.005,0.05,1.7,2022-05-15
P004122,S0051,Electronics,Smartwatch,0.005,0.05,0.17,2022-05-15
P004127,S0051,Electronics,Smartphone,0.005,0.05,0.27,2022-05-15
P004123,S0051,Electronics,Camera,0.005,0.05,1.04,2022-05-15
P004124,S0051,Electronics,Bluetooth Speaker,0.005,0.05,1.4,2022-05-15
P004125,S0051,Electronics,Headphones,0.005,0.05,0.2,2022-05-15
P004121,S0051,Electronics,Headphones,0.005,0.05,0.49,2022-05-15
P004118,S0051,Electronics,Headphones,0.005,0.05,0.43,2022-05-15
P004116,S0051,Electronics,Gaming Mouse,0.005,0.05,0.37,2022-05-15
P004117,S0051,Electronics,Tablet,0.005,0.05,0.65,2022-05-15
P001040,S0049,Home,Table,0.0,0.08,11.31,2022-05-15
P004113,S0051,Electronics,Power Bank,0.005,0.05,0.21,2022-05-15
P004140,S0052,Home,Curtains,0.005,0.08,1.45,2022-05-18
P004136,S0052,Home,Blender,0.005,0.08,3.36,2022-05-18
P000761,S0037,Groceries,Sugar,0.0,0.03,2.05,2022-05-18
P004137,S0052,Home,Lamp,0.005,0.08,3.2,2022-05-18
P004139,S0052,Home,Pillow,0.005,0.08,1.26,2022-05-18
P004132,S0052,Home,Microwave,0.005,0.08,11.31,2022-05-18
P004144,S0052,Home,Microwave,0.005,0.08,11.96,2022-05-18
P000537,S0022,Fashion,Hat,0.0,0.1,0.11,2022-05-18
P004134,S0052,Home,Microwave,0.005,0.08,7.89,2022-05-18
P004135,S0052,Home,Vacuum Cleaner,0.005,0.08,7.08,2022-05-18
P004142,S0052,Home,Blender,0.005,0.08,2.51,2022-05-18
P004133,S0052,Home,Curtains,0.005,0.08,1.66,2022-05-18
P004131,S0052,Home,Vacuum Cleaner,0.005,0.08,4.62,2022-05-18
P004129,S0052,Home,Vacuum Cleaner,0.005,0.08,6.32,2022-05-18
P004130,S0052,Home,Blender,0.005,0.08,3.03,2022-05-18
P004141,S0052,Home,Rug,0.005,0.08,2.37,2022-05-18
P000651,S0027,Groceries,Coffee,0.0,0.03,0.94,2022-05-19
P000107,S0005,Groceries,Milk,0.0,0.03,1.39,2022-05-19
P004018,S0032,Fashion,Hat,0.005,0.1,0.17,2022-05-19
P000590,S0024,Groceries,Milk,0.0,0.03,0.86,2022-05-19
P000577,S0023,Beauty,Foundation,0.0,0.12,0.29,2022-05-21
P000895,S0042,Beauty,Shampoo,0.0,0.12,0.4,2022-05-26
P000690,S0028,Fashion,Belt,0.0,0.1,0.27,2022-05-27
P000712,S0033,Fashion,Dress,0.0,0.1,0.64,2022-05-28
P001075,S0053,Fashion,Socks,0.0,0.1,0.06,2022-05-29
P001066,S0053,Fashion,Sneakers,0.0,0.1,0.88,2022-05-29
P001067,S0053,Fashion,Jeans,0.0,0.1,0.33,2022-05-29
P001068,S0053,Fashion,Belt,0.0,0.1,0.15,2022-05-29
P001069,S0053,Fashion,Belt,0.0,0.1,0.27,2022-05-29
P001076,S0053,Fashion,Dress,0.0,0.1,0.43,2022-05-29
P001070,S0053,Fashion,Hat,0.0,0.1,0.29,2022-05-29
P001071,S0053,Fashion,Hat,0.0,0.1,0.29,2022-05-29
P001073,S0053,Fashion,Jacket,0.0,0.1,0.67,2022-05-29
P001092,S0053,Fashion,Dress,0.0,0.1,0.5,2022-05-29
P001065,S0053,Fashion,Handbag,0.0,0.1,1.25,2022-05-29
P001086,S0053,Fashion,Jeans,0.0,0.1,0.32,2022-05-29
P001088,S0053,Fashion,Socks,0.0,0.1,0.09,2022-05-29
P001087,S0053,Fashion,T-Shirt,0.0,0.1,0.28,2022-05-29
P001089,S0053,Fashion,Belt,0.0,0.1,0.24,2022-05-29
P001091,S0053,Fashion,Handbag,0.0,0.1,0.62,2022-05-29
P001085,S0053,Fashion,Socks,0.0,0.1,0.08,2022-05-29
P001083,S0053,Fashion,Dress,0.0,0.1,0.78,2022-05-29
P001084,S0053,Fashion,Jacket,0.0,0.1,0.61,2022-05-29
P001081,S0053,Fashion,Socks,0.0,0.1,0.15,2022-05-29
P001074,S0053,Fashion,Sneakers,0.0,0.1,0.93,2022-05-29
P001079,S0053,Fashion,Scarf,0.0,0.1,0.26,2022-05-29
P001078,S0053,Fashion,Jeans,0.0,0.1,0.34,2022-05-29
P001090,S0053,Fashion,Jeans,0.0,0.1,0.57,2022-05-29
P001082,S0053,Fashion,Jeans,0.0,0.1,0.44,2022-05-29
P000961,S0046,Fashion,Belt,0.0,0.1,0.21,2022-05-30
P001115,S0054,Electronics,Laptop,0.0,0.05,1.94,2022-05-31
P001120,S0054,Electronics,Camera,0.0,0.05,0.7,2022-05-31
P001119,S0054,Electronics,Power Bank,0.0,0.05,0.35,2022-05-31
P001117,S0054,Electronics,Gaming Mouse,0.0,0.05,0.3,2022-05-31
P001114,S0054,Electronics,Monitor,0.0,0.05,5.08,2022-05-31
P001093,S0054,Electronics,Camera,0.0,0.05,0.56,2022-05-31
P001112,S0054,Electronics,Bluetooth Speaker,0.0,0.05,1.54,2022-05-31
P001095,S0054,Electronics,Laptop,0.0,0.05,1.95,2022-05-31
P001096,S0054,Electronics,Headphones,0.0,0.05,0.24,2022-05-31
P001097,S0054,Electronics,Power Bank,0.0,0.05,0.32,2022-05-31
P001098,S0054,Electronics,Power Bank,0.0,0.05,0.49,2022-05-31
P001099,S0054,Electronics,Smartphone,0.0,0.05,0.24,2022-05-31
P001100,S0054,Electronics,Gaming Mouse,0.0,0.05,0.23,2022-05-31
P001113,S0054,Electronics,Tablet,0.0,0.05,0.69,2022-05-31
P001101,S0054,Electronics,Tablet,0.0,0.05,0.65,2022-05-31
P001102,S0054,Electronics,Headphones,0.0,0.05,0.41,2022-05-31
P001103,S0054,Electronics,Smartwatch,0.0,0.05,0.18,2022-05-31
P001104,S0054,Electronics,Laptop,0.0,0.05,2.23,2022-05-31
P001118,S0054,Electronics,Smartphone,0.0,0.05,0.22,2022-05-31
P001111,S0054,Electronics,Smartphone,0.0,0.05,0.22,2022-05-31
P001110,S0054,Electronics,Monitor,0.0,0.05,4.13,2022-05-31
P001109,S0054,Electronics,Headphones,0.0,0.05,0.48,2022-05-31
P001108,S0054,Electronics,Tablet,0.0,0.05,0.73,2022-05-31
P001107,S0054,Electronics,Headphones,0.0,0.05,0.43,2022-05-31
P001105,S0054,Electronics,Headphones,0.0,0.05,0.22,2022-05-31
P000407,S0017,Fashion,Hat,0.0,0.1,0.16,2022-06-01
P000376,S0016,Electronics,Power Bank,0.0,0.05,0.43,2022-06-02
P000546,S0022,Fashion,Handbag,0.0,0.1,0.87,2022-06-02
P004107,S0048,Electronics,Camera,0.005,0.05,0.97,2022-06-03
P001127,S0055,Beauty,Face Mask,0.0,0.12,0.24,2022-06-05
P001148,S0055,Beauty,Foundation,0.0,0.12,0.17,2022-06-05
P001147,S0055,Beauty,Sunscreen,0.0,0.12,0.46,2022-06-05
P001146,S0055,Beauty,Shampoo,0.0,0.12,0.24,2022-06-05
P001145,S0055,Beauty,Foundation,0.0,0.12,0.17,2022-06-05
P001144,S0055,Beauty,Foundation,0.0,0.12,0.28,2022-06-05
P001143,S0055,Beauty,Moisturizer,0.0,0.12,0.39,2022-06-05
P001142,S0055,Beauty,Conditioner,0.0,0.12,0.41,2022-06-05
P001141,S0055,Beauty,Moisturizer,0.0,0.12,0.32,2022-06-05
P001139,S0055,Beauty,Sunscreen,0.0,0.12,0.42,2022-06-05
P001138,S0055,Beauty,Moisturizer,0.0,0.12,0.2,2022-06-05
P001137,S0055,Beauty,Eyeliner,0.0,0.12,0.1,2022-06-05
P001121,S0055,Beauty,Face Mask,0.0,0.12,0.11,2022-06-05
P001135,S0055,Beauty,Face Mask,0.0,0.12,0.25,2022-06-05
P001122,S0055,Beauty,Lipstick,0.0,0.12,0.07,2022-06-05
P001133,S0055,Beauty,Shampoo,0.0,0.12,0.27,2022-06-05
P001123,S0055,Beauty,Sunscreen,0.0,0.12,0.37,2022-06-05
P001124,S0055,Beauty,Shampoo,0.0,0.12,0.43,2022-06-05
P001130,S0055,Beauty,Sunscreen,0.0,0.12,0.25,2022-06-05
P001129,S0055,Beauty,Face Mask,0.0,0.12,0.19,2022-06-05
P001128,S0055,Beauty,Perfume,0.0,0.12,0.21,2022-06-05
P001125,S0055,Beauty,Shampoo,0.0,0.12,0.31,2022-06-05
P001136,S0055,Beauty,Moisturizer,0.0,0.12,0.34,2022-06-05
P000054,S0002,Groceries,Cooking Oil,0.0,0.03,1.03,2022-06-07
P000557,S0022,Fashion,Jeans,0.0,0.1,0.57,2022-06-08
P004152,S0056,Beauty,Conditioner,0.005,0.12,0.27,2022-06-09
P004145,S0056,Beauty,Sunscreen,0.005,0.12,0.31,2022-06-09
P004148,S0056,Beauty,Foundation,0.005,0.12,0.14,2022-06-09
P004149,S0056,Beauty,Perfume,0.005,0.12,0.49,2022-06-09
P003992,S0030,Electronics,Headphones,0.005,0.05,0.38,2022-06-09
P004159,S0056,Beauty,Face Mask,0.005,0.12,0.22,2022-06-09
P004160,S0056,Beauty,Moisturizer,0.005,0.12,0.24,2022-06-09
P004150,S0056,Beauty,Conditioner,0.005,0.12,0.37,2022-06-09
P004157,S0056,Beauty,Face Mask,0.005,0.12,0.15,2022-06-09
P004156,S0056,Beauty,Nail Polish,0.005,0.12,0.08,2022-06-09
P004154,S0056,Beauty,Nail Polish,0.005,0.12,0.09,2022-06-09
P004153,S0056,Beauty,Conditioner,0.005,0.12,0.21,2022-06-09
P004151,S0056,Beauty,Shampoo,0.005,0.12,0.38,2022-06-09
P001154,S0057,Beauty,Eyeliner,0.0,0.12,0.1,2022-06-10
P000751,S0035,Beauty,Eyeliner,0.0,0.12,0.1,2022-06-10
P001149,S0057,Home,Curtains,0.0,0.08,1.23,2022-06-10
P001150,S0057,Home,Pillow,0.0,0.08,1.85,2022-06-10
P001160,S0057,Home,Microwave,0.0,0.08,7.47,2022-06-10
P001155,S0057,Home,Curtains,0.0,0.08,1.61,2022-06-10
P001159,S0057,Home,Chair,0.0,0.08,4.59,2022-06-10
P001152,S0057,Home,Chair,0.0,0.08,9.71,2022-06-10
P001176,S0057,Home,Curtains,0.0,0.08,1.81,2022-06-10
P001175,S0057,Home,Lamp,0.0,0.08,2.48,2022-06-10
P001156,S0057,Home,Coffee Maker,0.0,0.08,7.17,2022-06-10
P001157,S0057,Home,Table,0.0,0.08,8.4,2022-06-10
P001172,S0057,Home,Coffee Maker,0.0,0.08,6.91,2022-06-10
P001170,S0057,Beauty,Nail Polish,0.0,0.12,0.06,2022-06-10
P001169,S0057,Home,Table,0.0,0.08,9.82,2022-06-10
P001171,S0057,Home,Table,0.0,0.08,5.65,2022-06-10
P001167,S0057,Beauty,Nail Polish,0.0,0.12,0.07,2022-01-17
P001166,S0057,Beauty,Face Mask,0.0,0.12,0.29,2022-06-10
P001158,S0057,Home,Curtains,0.0,0.08,0.96,2022-06-10
P001164,S0057,Home,Table,0.0,0.08,11.85,2022-06-10
P001163,S0057,Beauty,Face Mask,0.0,0.12,0.15,2022-06-10
P001162,S0057,Home,Microwave,0.0,0.08,6.13,2022-06-10
P001168,S0057,Home,Rug,0.0,0.08,2.33,2022-06-10
P001204,S0058,Home,Pillow,0.0,0.08,1.39,2022-06-11
P001180,S0058,Home,Chair,0.0,0.08,5.9,2022-06-11
P001177,S0058,Home,Lamp,0.0,0.08,3.91,2022-06-11
P001178,S0058,Groceries,Eggs,0.0,0.03,0.6,2022-06-11
P001203,S0058,Home,Vacuum Cleaner,0.0,0.08,8.65,2022-06-11
P001182,S0058,Home,Chair,0.0,0.08,8.84,2022-06-11
P001201,S0058,Home,Microwave,0.0,0.08,11.0,2022-06-11
P001202,S0058,Home,Microwave,0.0,0.08,11.87,2022-06-11
P001196,S0058,Home,Coffee Maker,0.0,0.08,6.98,2022-06-11
P001195,S0058,Home,Table,0.0,0.08,11.45,2022-06-11
P001194,S0058,Home,Microwave,0.0,0.08,5.09,2022-06-11
P001193,S0058,Groceries,Coffee,0.0,0.03,1.43,2022-06-11
P001197,S0058,Home,Pillow,0.0,0.08,1.57,2022-06-11
P001199,S0058,Home,Table,0.0,0.08,5.97,2022-06-11
P001192,S0058,Home,Pillow,0.0,0.08,0.98,2022-06-11
P001200,S0058,Fashion,Hat,0.0,0.1,0.13,2022-06-11
P001198,S0058,Groceries,Milk,0.0,0.03,0.67,2022-06-11
P001190,S0058,Home,Table,0.0,0.08,5.34,2022-06-11
P001189,S0058,Home,Microwave,0.0,0.08,7.5,2022-06-11
P001188,S0058,Home,Chair,0.0,0.08,4.14,2022-06-11
P001179,S0058,Groceries,Sugar,0.0,0.03,4.73,2022-06-11
P001183,S0058,Home,Vacuum Cleaner,0.0,0.08,8.75,2022-06-11
P001186,S0058,Home,Rug,0.0,0.08,2.49,2022-06-11
P001191,S0058,Home,Coffee Maker,0.0,0.08,6.83,2022-06-11
P001185,S0058,Home,Coffee Maker,0.0,0.08,3.14,2022-06-11
P001184,S0058,Home,Curtains,0.0,0.08,0.69,2022-06-11
P000395,S0017,Fashion,T-Shirt,0.0,0.1,0.13,2022-06-12
P000282,S0013,Beauty,Lipstick,0.0,0.12,0.08,2022-06-13
P000984,S0047,Electronics,Laptop,0.0,0.05,2.14,2022-06-13
P004146,S0056,Beauty,Nail Polish,0.005,0.12,0.08,2022-06-13
P004161,S0059,Groceries,Sugar,0.005,0.03,1.54,2022-06-15
P004176,S0059,Groceries,Cooking Oil,0.02,0.03,2.74,2022-06-15
P004172,S0059,Groceries,Vegetables,0.02,0.03,0.46,2022-06-15
P004170,S0059,Groceries,Milk,0.02,0.03,0.73,2022-06-15
P004169,S0059,Groceries,Bread,0.02,0.03,0.28,2022-06-15
P004168,S0059,Groceries,Cooking Oil,0.02,0.03,1.69,2022-06-15
P004167,S0059,Groceries,Tea,0.02,0.03,0.93,2022-06-15
P004174,S0059,Groceries,Sugar,0.005,0.03,1.87,2022-06-15
P004166,S0059,Groceries,Vegetables,0.02,0.03,1.2,2022-06-15
P004165,S0059,Groceries,Cooking Oil,0.02,0.03,1.99,2022-06-15
P004171,S0059,Groceries,Milk,0.02,0.03,0.93,2022-06-15
P004173,S0059,Groceries,Coffee,0.02,0.03,1.53,2022-06-15
P001223,S0060,Beauty,Foundation,0.0,0.12,0.2,2022-06-18
P001230,S0060,Beauty,Lipstick,0.0,0.12,0.1,2022-06-18
P001205,S0060,Beauty,Lipstick,0.0,0.12,0.09,2022-06-18
P001206,S0060,Beauty,Shampoo,0.0,0.12,0.26,2022-06-18
P001207,S0060,Beauty,Conditioner,0.0,0.12,0.48,2022-06-18
P001208,S0060,Beauty,Sunscreen,0.0,0.12,0.27,2022-06-18
P001209,S0060,Beauty,Lipstick,0.0,0.12,0.08,2022-06-18
P001210,S0060,Beauty,Nail Polish,0.0,0.12,0.05,2022-06-18
P001211,S0060,Beauty,Face Mask,0.0,0.12,0.17,2022-06-18
P001213,S0060,Beauty,Moisturizer,0.0,0.12,0.43,2022-06-18
P001214,S0060,Beauty,Face Mask,0.0,0.12,0.25,2022-06-18
P001232,S0060,Beauty,Nail Polish,0.0,0.12,0.08,2022-06-18
P001215,S0060,Beauty,Foundation,0.0,0.12,0.2,2022-06-18
P001218,S0060,Beauty,Face Mask,0.0,0.12,0.23,2022-06-18
P001219,S0060,Beauty,Moisturizer,0.0,0.12,0.24,2022-06-18
P001222,S0060,Beauty,Sunscreen,0.0,0.12,0.38,2022-06-18
P001224,S0060,Beauty,Conditioner,0.0,0.12,0.24,2022-06-18
P001225,S0060,Beauty,Shampoo,0.0,0.12,0.39,2022-06-18
P001226,S0060,Beauty,Moisturizer,0.0,0.12,0.35,2022-06-18
P001227,S0060,Beauty,Foundation,0.0,0.12,0.13,2022-06-18
P001228,S0060,Beauty,Nail Polish,0.0,0.12,0.09,2022-06-18
P001229,S0060,Beauty,Face Mask,0.0,0.12,0.2,2022-06-18
P001216,S0060,Beauty,Face Mask,0.0,0.12,0.15,2022-06-18
P001033,S0050,Electronics,Power Bank,0.0,0.05,0.25,2022-06-19
P000491,S0020,Home,Blender,0.0,0.08,3.32,2022-06-20
P001249,S0061,Fashion,Handbag,0.0,0.1,0.93,2022-06-20
P001233,S0061,Fashion,Socks,0.0,0.1,0.12,2022-06-20
P001235,S0061,Fashion,Socks,0.0,0.1,0.09,2022-06-20
P001255,S0061,Fashion,Handbag,0.0,0.1,0.65,2022-06-20
P001254,S0061,Fashion,Socks,0.0,0.1,0.19,2022-06-20
P001236,S0061,Fashion,Dress,0.0,0.1,0.46,2022-06-20
P001237,S0061,Fashion,Hat,0.0,0.1,0.26,2022-06-20
P001238,S0061,Fashion,Socks,0.0,0.1,0.06,2022-06-20
